10914.8430029457 8994.06751839048 0
11426.4679326652 12968.6708546512 0
13086.1633013431 18337.5748846533 0
10001.2643010478 11469.1442745881 0
15252.4283616749 11657.4295791201 0
20187.0130949387 15355.7627083202 0
22214.56448968 19796.5206277038 0
22628.5844377121 20029.0046184181 0
20256.173939249 21505.9259812837 0
17332.3489674028 26368.3925605739 0
8578.39299162052 11202.4125837009 0
8854.32184303806 8975.46380451666 0
10661.1569029213 16305.3091451589 0
10216.8735266903 10887.7053962596 0
15293.2029653461 21799.4650005666 0
19726.2399182218 20748.6998165101 0
11441.278362984 22272.6432717927 0
23658.7842025503 17965.5595562876 0
17550.6082730691 23112.2581927385 0
21635.7221833003 23043.9855457626 0
12856.329009988 10132.5401732045 0
16429.3574187714 3831.05528851269 0
16153.159796319 7824.48547074472 0
11053.6159630111 16324.8331534391 0
11745.4673356528 17017.9972201344 0
19116.609203155 17195.4147933129 0
16738.7543764646 19015.6357808288 0
17592.0296534124 13271.5906499442 0
29005.2809364198 15253.5747162974 0
32226.7654166869 21688.421379396 0
